,county,case_id,state,areaname,median_family_income,total_cost,index
278,Cascade,1627,MT,"Great Falls, MT MSA",66136.8359375,73824.91872,0.2918965439929675
279,Casey,1022,KY,"Casey County, KY",43613.41015625,61408.63728,0.16393906655848142
280,Cass,610,IA,"Cass County, IA",72146.8515625,70169.44949333333,0.38309944406007834
281,Cassia,573,ID,"Cassia County, ID",60098.07421875,67857.35579999999,0.28486087665347515
282,Castro,2587,TX,"Castro County, TX",62948.54296875,63152.66364,0.36144798180946525
283,Caswell,1934,NC,"Caswell County, NC",61276.87109375,61967.2242,0.3559970015715418
284,Catahoula Parish,1132,LA,"Catahoula Parish, LA",61256.3359375,65775.42564,0.31632021750136646
285,Catawba,1935,NC,"Hickory-Lenoir-Morganton, NC MSA",65755.8828125,67134.01188,0.3495266209337268
286,Catoosa,416,GA,"Chattanooga, TN-GA MSA",69681.4453125,67192.70688,0.3892052188695274
287,Catron,1824,NM,"Catron County, NM",55726.875,66765.97512,0.2497132001187033
288,Cattaraugus,1860,NY,"Cattaraugus County, NY",62638.44140625,67817.6784,0.3110369065644789
289,Cavalier,2027,ND,"Cavalier County, ND",83499.4375,66111.73512,0.5449547999864928
290,Cayuga,1861,NY,"Cayuga County, NY",73835.9765625,73149.79728,0.37014138967732624
291,Cecil,1210,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",94147.625,77471.59187999999,0.5120417090551206
292,Cedar,811,IA,"Cedar County, IA",70459.43229166667,67848.9312,0.3901952603283933
293,Centre,2285,PA,"State College, PA MSA",89726.1171875,82482.79956,0.4242040304344922
294,Cerro Gordo,812,IA,"Cerro Gordo County, IA",74177.9140625,65584.16339999999,0.4539924069136016
295,Chaffee,253,CO,"Chaffee County, CO",73749.7265625,71551.74324000001,0.3848490719277667
296,Chambers,9,AL,"Chambers County, AL",81641.9140625,68735.77356,0.4930946140151975
297,Champaign,611,IL,"Champaign County, OH",78555.2734375,70384.20636,0.44369374675201695
298,Chariton,1525,MO,"Chariton County, MO",62192.80078125,67562.30136,0.3088968953900023
299,Charles City,2868,VA,"Richmond, VA MSA",78038.78125,75531.36948,0.3865571743792627
300,Charles,1211,MD,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",114600.9765625,95591.7744,0.5007410044904541
301,Charles Mix,2402,SD,"Charles Mix County, SD",62155.8359375,68371.65792,0.3010134989800609
302,Charleston,2355,SC,"Charleston-North Charleston, SC MSA",86572.734375,76756.42608,0.45182478004820603
303,Charlevoix,1267,MI,"Charlevoix County, MI",72828.6640625,71382.60588,0.37763874860865787
304,Charlotte,334,FL,"Charlotte County, VA",61487.884765625,68619.07848,0.29204476413214897
305,Charlottesville city,2948,VA,"Charlottesville, VA HUD Metro FMR Area",92093.9765625,88303.7586,0.3932606120434141
306,Charlton,417,GA,"Charlton County, GA",50477.7421875,61189.71324,0.24301259842428302
307,Chase,903,KS,"Chase County, KS",62169.697265625,72036.00366,0.2692721336041824
308,Chatham,418,GA,"Durham-Chapel Hill, NC HUD Metro FMR Area",79087.171875,74586.4695,0.405267251289035
309,Chattahoochee,419,GA,"Columbus, GA-AL MSA",51001.421875,75619.5882,0.13928488962698282
310,Chattooga,420,GA,"Chattooga County, GA",47507.1328125,60794.016240000004,0.21303377003510207
311,Chautauqua,904,KS,"Chautauqua County, KS",59278.666015625,66470.10654,0.28910421113182116
312,Chaves,1825,NM,"Chaves County, NM",53194.72265625,67340.02668,0.2188910328051163
313,Cheatham,2468,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",73929.421875,75150.09839999999,0.3524800030405261
314,Cheboygan,1268,MI,"Cheboygan County, MI",58916.19921875,64658.20896,0.3024655523542458
315,Chelan,2986,WA,"Wenatchee, WA MSA",70571.703125,78986.69232,0.2902441116298498
316,Chemung,1863,NY,"Elmira, NY MSA",71830.5859375,81684.37908,0.2805284704482187
317,Chenango,1864,NY,"Chenango County, NY",64342.97265625,68836.50024,0.31868201595262424
318,Cherokee,10,AL,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",63920.30712890625,66687.47256,0.33507522455524963
319,Cherry,1692,NE,"Cherry County, NE",66162.5078125,80763.8988,0.23906352466622366
320,Chesapeake city,2949,VA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",92981.1484375,85500.33876,0.4239823675660023
321,Cheshire,1789,NH,"Cheshire County, NH",86163.0234375,72966.76800000001,0.4883307287209018
322,Chester,2286,PA,"Chester County, SC HUD Metro FMR Area",81290.73697916667,73185.44432,0.4400115244439778
323,Chesterfield,2358,SC,"Chesterfield County, SC",74680.03125,72540.58068,0.3840042856812911
324,Cheyenne,254,CO,"Cheyenne County, CO",75020.25520833333,71231.24928,0.40033969076409925
325,Chickasaw,814,IA,"Chickasaw County, IA",63773.083984375,62932.84620000001,0.3728783578708103
326,Chicot,120,AR,"Chicot County, AR",43640.10546875,59853.38807999999,0.17696644365206193
327,Childress,2590,TX,"Childress County, TX",64996.03515625,62908.9032,0.3865434533475003
328,Chilton,11,AL,"Chilton County, AL HUD Metro FMR Area",56401.5,71547.70596,0.21776346256623938
329,Chippewa,1269,MI,"Chippewa County, MI",69057.1328125,69522.04788,0.3590664975994672
330,Chisago,1348,MN,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",98094.7421875,91297.90656,0.4149890809873251
331,Chittenden,2839,VT,"Burlington-South Burlington, VT MSA",101076.6484375,104536.5582,0.34086290025060273
332,Choctaw,12,AL,"Choctaw County, AL",50993.893229166664,65107.07972,0.21426543249021823
333,Chouteau,1628,MT,"Chouteau County, MT",55164.17578125,70883.004,0.21082703889543916
334,Chowan,1938,NC,"Chowan County, NC",53508.93359375,70315.67124,0.19892969223580612
335,Christian,612,IL,"Christian County, IL",63599.55078125,68304.75224,0.3161957474782619
336,Churchill,1770,NV,"Churchill County, NV",68994.4921875,75904.47024000001,0.30092876685289266
337,Cibola,1826,NM,"Cibola County, NM",52266.47265625,62948.581079999996,0.2467110737245841
338,Cimarron,2171,OK,"Cimarron County, OK",58428.45703125,70526.2068,0.2454430086089406
339,Citrus,335,FL,"Homosassa Springs, FL MSA",56364.53515625,68253.02927999999,0.24361844036047833
340,Clackamas,2238,OR,"Portland-Vancouver-Hillsboro, OR-WA MSA",99735.6171875,101513.74007999999,0.3516026412576846
341,Claiborne,1433,MS,"Claiborne County, MS",40148.384765625,58702.411739999996,0.14582151497806214
342,Claiborne Parish,1133,LA,"Claiborne Parish, LA",36411.25,64967.72772,0.06071193900866342
343,Clallam,2987,WA,"Clallam County, WA",70764.7421875,74550.6228,0.32867326197556385
344,Clare,1270,MI,"Clare County, MI",49955.0859375,67267.46304,0.186283190177471
345,Clarendon,2359,SC,"Clarendon County, SC",55169.30859375,55388.1564,0.36095241140220485
346,Clarion,2287,PA,"Clarion County, PA",62458.74609375,63560.06616,0.35173280696054454
347,Clark,121,AR,"Clark County, AR",68237.63932291667,71334.8691,0.3337493321540331
348,Clarke,13,AL,"Athens-Clarke County, GA MSA",68381.2765625,68924.83092000001,0.35824015147510413
349,Clatsop,2239,OR,"Clatsop County, OR",73672.71875,82656.14603999999,0.2887639049584267
350,Clay,14,AL,"Charleston, WV HUD Metro FMR Area",61669.17599826389,68264.99943333333,0.2970787777739563
351,Clayton,424,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",62266.732421875,66519.00551999999,0.31961429864238594
352,Clear Creek,255,CO,"Denver-Aurora-Lakewood, CO MSA",102842.7890625,82771.12404,0.5308188801418379
353,Clearfield,2288,PA,"Clearfield County, PA",62194.85546875,65324.65908,0.33065224410551414
354,Clearwater,575,ID,"Clearwater County, ID",63420.37109375,68722.74840000001,0.3104951068611038
355,Cleburne,15,AL,"Cleburne County, AL",57714.810546875,64513.54992,0.2910382258492242
356,Clermont,2083,OH,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",84905.1640625,70568.05524,0.5037110222276526
357,Cleveland,124,AR,"Cleveland County, NC",63488.998697916664,67402.52332,0.3236559175866723
358,Clinch,425,GA,"Clinch County, GA",44875.37890625,61461.29832,0.17767205474938247
359,Clinton,615,IA,"Clinton County, IA",69986.86631944444,68830.92625333334,0.3752511852756081
360,Cloud,909,KS,"Cloud County, KS",59185.2265625,64961.07816,0.30239185927032625
361,Coahoma,1436,MS,"Coahoma County, MS",37576.69921875,57801.760800000004,0.1225005980711224
362,Coal,2173,OK,"Coal County, OK",55742.27734375,70185.08916,0.22183839827788326
363,Cobb,426,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",98035.1875,79399.99116,0.5254455715808282
364,Cochise,98,AZ,"Sierra Vista-Douglas, AZ MSA",61257.36328125,73179.12828,0.25138680428402693
365,Cochran,2592,TX,"Cochran County, TX",59858.82421875,61721.14608,0.3428786089237033
366,Cocke,2472,TN,"Cocke County, TN",45188.5625,59112.805080000006,0.20131772948746762
367,Coconino,99,AZ,"Flagstaff, AZ MSA",77820.0625,90830.27748,0.2649483985922782
368,Codington,2405,SD,"Codington County, SD",76524.2109375,68282.82096,0.4468661318098387
369,Coffee,16,AL,"Coffee County, AL",60469.444010416664,63918.60668,0.32648202384394426
370,Coffey,910,KS,"Coffey County, KS",78354.015625,66673.12908,0.48443182782060457
371,Coke,2593,TX,"Coke County, TX",66589.671875,60704.69351999999,0.4304957953971768
372,Colbert,17,AL,"Florence-Muscle Shoals, AL MSA",62369.4140625,69065.20823999999,0.29685269524076074
373,Cole,1530,MO,"Jefferson City, MO HUD Metro FMR Area",80024.6640625,67753.57680000001,0.48851031219620356
374,Coleman,2594,TX,"Coleman County, TX",60031.33203125,60538.17324,0.35790512405056885
375,Coles,616,IL,"Coles County, IL",62852.0234375,67222.56564,0.3188627891345034
376,Colfax,1695,NE,"Colfax County, NE",60897.970703125,68714.73689999999,0.2852676671992778
377,Colleton,2360,SC,"Colleton County, SC",45060.20703125,57119.8746,0.21815269213985714
378,Collier,337,FL,"Naples-Immokalee-Marco Island, FL MSA",84294.203125,81649.08228,0.38600524942445663
379,Collin,2595,TX,"Dallas, TX HUD Metro FMR Area",116514.9765625,84922.4454,0.6200921934626314
380,Collingsworth,2596,TX,"Collingsworth County, TX",51439.87890625,62358.342240000005,0.24299148474454538
381,Colonial Heights city,2950,VA,"Richmond, VA MSA",75411.1328125,79200.63696,0.3306967901663349
382,Colorado,2597,TX,"Colorado County, TX",64592.4921875,61798.195920000006,0.39484175752270984
383,Colquitt,428,GA,"Colquitt County, GA",45292.26953125,59519.43347999999,0.19891897414429263
384,Columbia,125,AR,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",76012.208984375,74440.6902,0.3782268039804369
385,Columbiana,2085,OH,"Columbiana County, OH",64046.22265625,60828.244439999995,0.40013957633542746
386,Columbus,1941,NC,"Columbus County, NC",49960.22265625,64032.321959999994,0.21219991090802848
387,Colusa,192,CA,"Colusa County, CA",68704.9296875,77717.5386,0.28374477804949944
388,Comal,2598,TX,"San Antonio-New Braunfels, TX HUD Metro FMR Area",96273.15625,75113.81484,0.5578386694447527
389,Comanche,911,KS,"Comanche County, KS",68404.75651041667,65912.49672,0.38973789723024005
390,Concho,2600,TX,"Concho County, TX",65742.5390625,64271.31984,0.3794535094130481
391,Concordia Parish,1134,LA,"Concordia Parish, LA",47373.64453125,64238.730599999995,0.18271876159436065
392,Conecuh,18,AL,"Conecuh County, AL",49227.06640625,66418.39164,0.18527168379438017
393,Conejos,256,CO,"Conejos County, CO",48022.6015625,66940.36163999999,0.16888630715168748
394,Contra Costa,193,CA,"Oakland-Fremont, CA HUD Metro FMR Area",117607.5234375,118776.18023999999,0.35689405141899144
395,Converse,3153,WY,"Converse County, WY",84359.921875,82025.30616000001,0.38329364691198464
396,Conway,126,AR,"Conway County, AR",56524.71875,60037.19172,0.323350601485995
397,Cook,430,GA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",67114.375,70100.2954,0.33431673081165153
398,Cooke,2601,TX,"Cooke County, TX",74995.265625,64721.594039999996,0.4730866327032288
399,Cooper,1531,MO,"Cooper County, MO",67056.875,64912.732319999996,0.38644289383066716
400,Coos,1790,NH,"Coos County, NH",62547.0546875,71481.61812,0.27752430115781657
401,Coosa,19,AL,"Coosa County, AL",49986.91796875,68557.23120000001,0.17697343134912236
402,Copiah,1437,MS,"Jackson, MS HUD Metro FMR Area",53943.28125,64796.13312,0.2482298614645673
403,Corson,2406,SD,"Corson County, SD",42492.1171875,66410.61228,0.11543095811091639
404,Cortland,1867,NY,"Cortland County, NY",72074.9765625,72620.69028000001,0.35849629085419515
405,Coryell,2602,TX,"Killeen-Temple, TX HUD Metro FMR Area",61234.76953125,63822.49752,0.3357292157097796
406,Coshocton,2086,OH,"Coshocton County, OH",57700.4375,62488.78176,0.31085959483876285
407,Costilla,257,CO,"Costilla County, CO",40987.81640625,68415.2346,0.08735347539488524
408,Cottle,2603,TX,"Cottle County, TX",40771.15625,60457.536,0.13923630531308032
409,Cotton,2175,OK,"Cotton County, OK HUD Metro FMR Area",60454.3828125,70558.39404,0.26497310589652295
410,Cottonwood,1352,MN,"Cottonwood County, MN",68255.1796875,65775.61955999999,0.3896590522223264
411,Covington,20,AL,"Covington County, AL",50251.83984375,63052.47809999999,0.22374499417687216
412,Covington city,2951,VA,"Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet",59159.5546875,64026.44364,0.31128247711369367
413,Coweta,431,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",88840.9921875,77074.49424,0.46890115245540825
414,Cowley,912,KS,"Cowley County, KS",63373.6484375,63393.36624,0.3634614100235403
415,Cowlitz,2990,WA,"Longview, WA MSA",70254.4140625,75271.20876,0.31773682219672955
416,Craig,2176,OK,"Craig County, OK",65820.064453125,69115.74912000001,0.33080937008137956
417,Craighead,127,AR,"Jonesboro, AR HUD Metro FMR Area",62386.87109375,66333.9786,0.32266230295759685
418,Crane,2604,TX,"Crane County, TX",74600.96875,61455.79068,0.5111063602025774
419,Craven,1942,NC,"Craven County, NC HUD Metro FMR Area",66244.65625,78780.99132,0.25399439047308003
420,Crawford,128,AR,"Crawford County, IA",62018.51953125,64987.55472,0.3321860617740283
421,Creek,2177,OK,"Tulsa, OK HUD Metro FMR Area",64549.3671875,72015.396,0.2922182391893019
422,Crenshaw,21,AL,"Crenshaw County, AL",59327.95703125,66749.84640000001,0.28703710805597316
423,Crisp,433,GA,"Crisp County, GA",44136.0625,59756.19024,0.1835045264636956
424,Crittenden,129,AR,"Crittenden County, KY",56678.232421875,65807.67984,0.2680551290029273
425,Crockett,2474,TN,"Crockett County, TN HUD Metro FMR Area",58109.626953125,60355.89978,0.33802347783362147
426,Crook,2242,OR,"Crook County, OR",73692.22265625,84251.5935,0.27728971449244955
427,Crosby,2606,TX,"Lubbock, TX HUD Metro FMR Area",52159.68359375,62050.62756000001,0.2538067330713835
428,Cross,130,AR,"Cross County, AR",62636.390625,60482.90412,0.3882168606276169
429,Crow Wing,1353,MN,"Crow Wing County, MN",72080.109375,64551.534120000004,0.44406358705696947
430,Crowley,258,CO,"Crowley County, CO",55865.49609375,70219.9962,0.22277575183335405
431,Culberson,2607,TX,"Culberson County, TX",45030.4296875,61933.08468000001,0.17556398065491954
432,Cullman,22,AL,"Cullman County, AL",58005.40234375,67198.99488,0.2693769602250628
433,Culpeper,2873,VA,"Culpeper County, VA HUD Metro FMR Area",92167.90625,80994.50951999999,0.45876112332883556
434,Cumberland,619,IL,"Cumberland County, IL",69320.25634765625,74074.39377,0.319438611719385
435,Cuming,1696,NE,"Cuming County, NE",75116.4296875,72349.22712,0.3900385595854898
436,Currituck,1944,NC,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",82694.40625,89264.77308,0.3129424665892037
437,Curry,1828,NM,"Curry County, NM",57998.21484375,77109.58638,0.19284453739673402
438,Custer,259,CO,"Custer County, CO",65719.77604166667,74761.52536,0.2803157080597733
439,Cuyahoga,2088,OH,"Cleveland-Elyria, OH MSA",70358.1171875,66327.70488,0.40555885360260113
440,Dade,434,GA,"Chattanooga, TN-GA MSA",53338.478515625,63528.796200000004,0.25311505150416724
441,Daggett,2811,UT,"Daggett County, UT",99325.9140625,77632.18992,0.5562846023647118
442,Dakota,1354,MN,"Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area",88459.0078125,87621.2892,0.37026559940542625
443,Dale,23,AL,"Dale County, AL",58943.921875,67089.65268,0.2799887254188457
444,Dallam,2608,TX,"Dallam County, TX",70869.4765625,60759.32856000001,0.47836655129949884
445,Dallas,24,AL,"Dallas County, AL",68012.84921875,67886.935872,0.36495420490932345
446,Dane,3089,WI,"Madison, WI HUD Metro FMR Area",102734.9765625,84673.32708,0.5107019678055617
447,Daniels,1630,MT,"Daniels County, MT",78500.8515625,76870.12656,0.378297804338214
448,Danville city,2952,VA,"Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area",48837.8984375,61227.457559999995,0.2242017227091145
449,Dare,1945,NC,"Dare County, NC",72849.203125,81572.66244,0.2899655335569136
450,Darke,2089,OH,"Darke County, OH",69615.7265625,61798.47348,0.45086451394382987
451,Darlington,2361,SC,"Darlington County, SC HUD Metro FMR Area",54182.53125,59225.031839999996,0.30499114742792516
452,Dauphin,2293,PA,"Harrisburg-Carlisle, PA MSA",78421.7890625,76842.81588,0.37783879998475567
453,Davidson,1946,NC,"Davidson County, NC HUD Metro FMR Area",68692.09375,69705.32376,0.353656760621026
454,Davie,1947,NC,"Winston-Salem, NC HUD Metro FMR Area",74546.546875,67034.30592,0.4409182850341838
455,Daviess,717,IN,"Daviess County, IN",65856.17447916667,66848.4022,0.3534451244893669
456,Davis,821,IA,"Davis County, IA",88316.28125,71114.19696,0.5304038285232548
457,Davison,2408,SD,"Davison County, SD",72234.1328125,68532.02796,0.400909736927714
458,Dawes,1699,NE,"Dawes County, NE",73674.765625,77090.38656,0.33313690306632404
459,Dawson,435,GA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",68216.1611328125,72908.91639,0.3193117535563895
460,Day,2409,SD,"Day County, SD",62263.65234375,69281.57592,0.29385661801862206
461,De Baca,1829,NM,"De Baca County, NM",57046.34765625,69348.14976,0.241406414458436
462,De Soto Parish,1135,LA,"Shreveport-Bossier City, LA HUD Metro FMR Area",57833.921875,62992.21848,0.30723368350403163
463,De Witt,621,IL,"De Witt County, IL HUD Metro FMR Area",71244.2734375,73608.0978,0.34154110570385066
464,DeKalb,25,AL,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",69163.06640625,69651.64288,0.35884092433860254
465,DeSoto,339,FL,"DeSoto County, FL",62114.24609375,68035.02924,0.303692485253696
466,DeWitt,2614,TX,"DeWitt County, TX",72567.8515625,62502.600119999996,0.4746725835523867
467,Deaf Smith,2611,TX,"Deaf Smith County, TX",57188.05078125,63620.893200000006,0.2939831416701094
468,Dearborn,718,IN,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",80670.53125,71827.18092,0.44853752486923093
469,Decatur,436,GA,"Decatur County, GA",59302.0796875,63472.873488,0.3183845351985708
470,Deer Lodge,1632,MT,"Deer Lodge County, MT",52130.9296875,71470.66668,0.17716387752911245
471,Defiance,2090,OH,"Defiance County, OH",72507.265625,62097.735479999996,0.4792176227487193
472,Del Norte,194,CA,"Del Norte County, CA",58723.15625,77919.53184,0.19386833722257385
473,Delaware,721,IA,"Columbus, OH HUD Metro FMR Area",81123.708984375,73906.7653,0.4309816733741486
474,Delta,260,CO,"Delta County, CO",62610.71875,67383.25216,0.3148576972760272
475,Denali Borough,73,AK,"Denali Borough, AK",107174.96875,92396.36267999999,0.4739217001826796
